"unique_moving_id","study_id","location_id","moving_time_start","moving_time_end","moving_day_of_week","moving_time_of_day","moving_count_surveyor","moving_conditions","moving_microclimate","moving_temperature","moving_row_id","moving_row_total","moving_male","moving_male_mobility_assist","moving_female","moving_female_mobility_assist","moving_other_unsure","moving_other_unsure_mobility_assist","moving_total_mobility_assist","moving_groupsize_1","moving_groupsize_2","moving_groupsize_3","moving_groupsize_4","moving_groupsize_5","moving_groupsize_6","moving_groupsize_7","moving_groupsize_8","moving_groupsize_9","moving_groupsize_10+","moving_0-4","moving_5-14","moving_15-24","moving_25-44","moving_45-64","moving_65+","moving_25_64","moving_pedestrian","moving_micromobility","moving_bicycling","moving_motorized","moving_supported","moving_notes"
"2149","2019_Yesler_Crescent","PIO8","2019 Jul 11 04:34:00 PM","2019 Jul 11 04:44:00 PM","Thursday","Evening","SDOT",,,,"2","61","31","1","29","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,
"2133","2019_Yesler_Crescent","PIO17","2019 Jul 11 04:33:00 PM","2019 Jul 11 04:43:00 PM","Thursday","Evening","SDOT",,,,"2","29","19","1","9","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,
"2152","2019_Yesler_Crescent","PIO7","2019 Jul 11 04:30:00 PM","2019 Jul 11 04:40:00 PM","Thursday","Evening","SDOT",,,,"3","55",,,,,,,,,,,,,,,,,,"0","0","2","25","22","6",,,,,,,
"2143","2019_Yesler_Crescent","PIO14","2019 Jul 11 04:28:00 PM","2019 Jul 11 04:38:00 PM","Thursday","Evening","SDOT",,,,"2","16","13","0","3","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2139","2019_Yesler_Crescent","PIO12","2019 Jul 11 04:28:00 PM","2019 Jul 11 04:38:00 PM","Thursday","Evening","SDOT",,,,"2","57","43","0","14","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2148","2019_Yesler_Crescent","PIO8","2019 Jul 11 04:24:00 PM","2019 Jul 11 04:34:00 PM","Thursday","Evening","SDOT",,,,"3","61",,,,,,,,,,,,,,,,,,"0","0","0","53","8","0",,,,,,,
"2132","2019_Yesler_Crescent","PIO17","2019 Jul 11 04:23:00 PM","2019 Jul 11 04:33:00 PM","Thursday","Evening","SDOT",,,,"3","20",,,,,,,,,,,,,,,,,,"0","0","1","11","8","0",,,,,,,
"2142","2019_Yesler_Crescent","PIO14","2019 Jul 11 04:18:00 PM","2019 Jul 11 04:28:00 PM","Thursday","Evening","SDOT",,,,"3","17",,,,,,,,,,,,,,,,,,"0","0","7","8","2","0",,,,,,,
"2138","2019_Yesler_Crescent","PIO12","2019 Jul 11 04:18:00 PM","2019 Jul 11 04:28:00 PM","Thursday","Evening","SDOT",,,,"3","61",,,,,,,,,,,,,,,,,,"0","0","20","35","6","0",,,,,,,
"2157","2019_Yesler_Crescent","PIO6","2019 Jul 11 04:15:00 PM","2019 Jul 11 04:25:00 PM","Thursday","Evening","SDOT",,,,"2","130","74","0","56","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2129","2019_Yesler_Crescent","PIO18","2019 Jul 11 04:12:00 PM","2019 Jul 11 04:22:00 PM","Thursday","Evening","SDOT",,,,"2","13","9","0","3","1","0","0","1",,,,,,,,,,,,,,,,,,,,,,,
"2145","2019_Yesler_Crescent","PIO10","2019 Jul 11 04:12:00 PM","2019 Jul 11 04:22:00 PM","Thursday","Evening","SDOT",,,,"2","113","73","0","38","0","2","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2137","2019_Yesler_Crescent","PIO12","2019 Jul 11 04:07:00 PM","2019 Jul 11 04:17:00 PM","Thursday","Evening","SDOT",,,,"2","69","33","2","33","1","0","0","3",,,,,,,,,,,,,,,,,,,,,,,
"2141","2019_Yesler_Crescent","PIO14","2019 Jul 11 04:07:00 PM","2019 Jul 11 04:17:00 PM","Thursday","Evening","SDOT",,,,"2","18","8","0","7","0","3","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2156","2019_Yesler_Crescent","PIO6","2019 Jul 11 04:03:00 PM","2019 Jul 11 04:13:00 PM","Thursday","Evening","SDOT",,,,"3","110",,,,,,,,,,,,,,,,,,"0","0","5","81","23","1",,,,,,,
"2128","2019_Yesler_Crescent","PIO18","2019 Jul 11 04:02:00 PM","2019 Jul 11 04:12:00 PM","Thursday","Evening","SDOT",,,,"3","17",,,,,,,,,,,,,,,,,,"0","0","1","10","6","0",,,,,,,
"2144","2019_Yesler_Crescent","PIO10","2019 Jul 11 04:01:00 PM","2019 Jul 11 04:11:00 PM","Thursday","Evening","SDOT",,,,"3","135",,,,,,,,,,,,,,,,,,"0","0","9","108","18","0",,,,,,,
"2140","2019_Yesler_Crescent","PIO14","2019 Jul 11 03:06:00 PM","2019 Jul 11 03:16:00 PM","Thursday","Evening","SDOT",,,,"3","24",,,,,,,,,,,,,,,,,,"0","0","1","14","9","0",,,,,,,
"2136","2019_Yesler_Crescent","PIO12","2019 Jul 11 03:06:00 PM","2019 Jul 11 03:16:00 PM","Thursday","Evening","SDOT",,,,"3","44",,,,,,,,,,,,,,,,,,"0","0","5","21","18","0",,,,,,,
"1971","2019_Yesler_Crescent","PIO8","2019 Jul 11 12:55:00 PM","2019 Jul 11 01:05:00 PM","Thursday","Midday","SDOT",,,,"2","47","36","0","11","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1995","2019_Yesler_Crescent","PIO17","2019 Jul 11 12:49:00 PM","2019 Jul 11 12:59:00 PM","Thursday","Midday","SDOT",,,,"2","22","17","0","2","0","3","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1984","2019_Yesler_Crescent","PIO6","2019 Jul 11 12:45:00 PM","2019 Jul 11 12:55:00 PM","Thursday","Midday","SDOT",,,,"2","107","65","0","40","0","2","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1970","2019_Yesler_Crescent","PIO8","2019 Jul 11 12:44:00 PM","2019 Jul 11 12:54:00 PM","Thursday","Midday","SDOT",,,,"3","67",,,,,,,,,,,,,,,,,,"0","0","0","30","33","4",,,,,,,
"1994","2019_Yesler_Crescent","PIO17","2019 Jul 11 12:38:00 PM","2019 Jul 11 12:48:00 PM","Thursday","Midday","SDOT",,,,"3","23",,,,,,,,,,,,,,,,,,"0","0","0","14","9","0",,,,,,,
"1985","2019_Yesler_Crescent","PIO6","2019 Jul 11 12:35:00 PM","2019 Jul 11 12:45:00 PM","Thursday","Midday","SDOT",,,,"3","75",,,,,,,,,,,,,,,,,,"0","0","5","43","20","7",,,,,,,
"1999","2019_Yesler_Crescent","PIO18","2019 Jul 11 12:26:00 PM","2019 Jul 11 12:36:00 PM","Thursday","Midday","SDOT",,,,"2","12","6","1","5","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1988","2019_Yesler_Crescent","PIO7","2019 Jul 11 12:25:00 PM","2019 Jul 11 12:35:00 PM","Thursday","Midday","SDOT",,,,"2","38","26","2","9","0","1","0","2",,,,,,,,,,,,,,,,,,,,,,,
"1974","2019_Yesler_Crescent","PIO12","2019 Jul 11 12:20:00 PM","2019 Jul 11 12:30:00 PM","Thursday","Midday","SDOT",,,,"2","47","31","1","15","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,
"1998","2019_Yesler_Crescent","PIO18","2019 Jul 11 12:15:00 PM","2019 Jul 11 12:25:00 PM","Thursday","Midday","SDOT",,,,"3","5",,,,,,,,,,,,,,,,,,"0","0","0","3","2","0",,,,,,,
"1989","2019_Yesler_Crescent","PIO7","2019 Jul 11 12:15:00 PM","2019 Jul 11 12:25:00 PM","Thursday","Midday","SDOT",,,,"3","32",,,,,,,"0",,,,,,,,,,,"0","0","3","12","8","9",,,,,,,
"1975","2019_Yesler_Crescent","PIO12","2019 Jul 11 12:10:00 PM","2019 Jul 11 12:20:00 PM","Thursday","Midday","SDOT",,,,"3","51",,,,,,,,,,,,,,,,,,"0","0","4","42","5","0",,,,,,,
"1980","2019_Yesler_Crescent","PIO10","2019 Jul 11 12:08:00 PM","2019 Jul 11 12:18:00 PM","Thursday","Midday","SDOT",,,,"2","105","62","1","37","3","2","0","4",,,,,,,,,,,,,,,,,,,,,,,
"1973","2019_Yesler_Crescent","PIO8","2019 Jul 11 12:04:00 PM","2019 Jul 11 12:14:00 PM","Thursday","Midday","SDOT",,,,"2","52","34","1","15","2","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1993","2019_Yesler_Crescent","PIO17","2019 Jul 11 12:03:00 PM","2019 Jul 11 12:13:00 PM","Thursday","Midday","SDOT",,,,"2","30","18","1","11","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,
"1986","2019_Yesler_Crescent","PIO6","2019 Jul 11 12:02:00 PM","2019 Jul 11 12:12:00 PM","Thursday","Midday","SDOT",,,,"2","80","46","1","30","1","2","0","2",,,,,,,,,,,,,,,,,,,,,,,
"1976","2019_Yesler_Crescent","PIO12","2019 Jul 11 12:00:00 PM","2019 Jul 11 12:10:00 PM","Thursday","Midday","SDOT",,,,"2","45","23","0","21","1","0","0","1",,,,,,,,,,,,,,,,,,,,,,,
"1972","2019_Yesler_Crescent","PIO8","2019 Jul 11 11:54:00 AM","2019 Jul 11 12:04:00 PM","Thursday","Midday","SDOT",,,,"3","66",,,,,,,,,,,,,,,,,,"0","0","0","43","22","1",,,,,,,
"1981","2019_Yesler_Crescent","PIO10","2019 Jul 11 11:54:00 AM","2019 Jul 11 12:04:00 PM","Thursday","Midday","SDOT",,,,"3","79",,,,,,,,,,,,,,,,,,"0","0","12","41","17","9",,,,,,,
"1992","2019_Yesler_Crescent","PIO17","2019 Jul 11 11:51:00 AM","2019 Jul 11 12:01:00 PM","Thursday","Midday","SDOT",,,,"3","12",,,,,,,,,,,,,,,,,,"0","0","0","5","6","1",,,,,,,
"1987","2019_Yesler_Crescent","PIO6","2019 Jul 11 11:51:00 AM","2019 Jul 11 12:01:00 PM","Thursday","Midday","SDOT",,,,"3","83",,,,,,,,,,,,,,,,,,"0","1","12","42","21","7",,,,,,,
"1977","2019_Yesler_Crescent","PIO12","2019 Jul 11 11:50:00 AM","2019 Jul 11 12:00:00 PM","Thursday","Midday","SDOT",,,,"3","48",,,,,,,,,,,,,,,,,,"0","0","3","32","13","0",,,,,,,
"1982","2019_Yesler_Crescent","PIO10","2019 Jul 11 11:41:00 AM","2019 Jul 11 11:51:00 AM","Thursday","Midday","SDOT",,,,"2","43","26","2","13","1","1","0","3",,,,,,,,,,,,,,,,,,,,,,,
"1996","2019_Yesler_Crescent","PIO18","2019 Jul 11 11:40:00 AM","2019 Jul 11 11:50:00 AM","Thursday","Midday","SDOT",,,,"2","10","7","0","3","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1991","2019_Yesler_Crescent","PIO7","2019 Jul 11 11:40:00 AM","2019 Jul 11 11:50:00 AM","Thursday","Midday","SDOT",,,,"2","44","36","1","5","1","0","1","3",,,,,,,,,,,,,,,,,,,,,,,
"1978","2019_Yesler_Crescent","PIO14","2019 Jul 11 11:37:00 AM","2019 Jul 11 11:47:00 AM","Thursday","Midday","SDOT",,,,"2","16","9","0","6","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1997","2019_Yesler_Crescent","PIO18","2019 Jul 11 11:28:00 AM","2019 Jul 11 11:38:00 AM","Thursday","Midday","SDOT",,,,"3","11",,,,,,,,,,,,,,,,,,"0","0","0","5","5","1",,,,,,,
"1979","2019_Yesler_Crescent","PIO14","2019 Jul 11 11:27:00 AM","2019 Jul 11 11:37:00 AM","Thursday","Midday","SDOT",,,,"3","7",,,,,,,,,,,,,,,,,,"0","0","3","4","0","0",,,,,,,"Sidewalk (eastside) is closed between James St & Yesler Way to construction. Only 1 round observed"
"1990","2019_Yesler_Crescent","PIO7","2019 Jul 11 11:27:00 AM","2019 Jul 11 11:37:00 AM","Thursday","Midday","SDOT",,,,"3","31",,,,,,,,,,,,,,,,,,"0","0","1","19","11","0",,,,,,,
"1983","2019_Yesler_Crescent","PIO10","2019 Jul 11 11:25:00 AM","2019 Jul 11 11:35:00 AM","Thursday","Midday","SDOT",,,,"3","41",,,,,,,,,,,,,,,,,,"0","3","7","17","8","6",,,,,,,
"2096","2019_Yesler_Crescent","PIO12","2019 Jul 11 09:06:00 AM","2019 Jul 11 09:16:00 AM","Thursday","Morning","SDOT",,,,"2","50","33","3","14","0","0","0","3",,,,,,,,,,,,,,,,,,,,,,,
"2126","2019_Yesler_Crescent","PIO8","2019 Jul 11 09:02:00 AM","2019 Jul 11 09:12:00 AM","Thursday","Morning","SDOT",,,,"2","45","31","2","12","0","0","0","2",,,,,,,,,,,,,,,,,,,,,,,
"2111","2019_Yesler_Crescent","PIO6","2019 Jul 11 09:02:00 AM","2019 Jul 11 09:12:00 AM","Thursday","Morning","SDOT",,,,"2","68","30","2","35","0","1","0","2",,,,,,,,,,,,,,,,,,,,,,,
"2097","2019_Yesler_Crescent","PIO12","2019 Jul 11 08:56:00 AM","2019 Jul 11 09:06:00 AM","Thursday","Morning","SDOT",,,,"3","42",,,,,,,,,,,,,,,,,,"0","0","0","32","10","0",,,,,,,
"2127","2019_Yesler_Crescent","PIO8","2019 Jul 11 08:51:00 AM","2019 Jul 11 09:01:00 AM","Thursday","Morning","SDOT",,,,"3","45",,,,,,,,,,,,,,,,,,"0","0","1","23","18","3",,,,,,,
"2110","2019_Yesler_Crescent","PIO6","2019 Jul 11 08:50:00 AM","2019 Jul 11 09:00:00 AM","Thursday","Morning","SDOT",,,,"3","71",,,,,,,,,,,,,,,,,,"0","0","0","56","15","0",,,,,,,
"2098","2019_Yesler_Crescent","PIO14","2019 Jul 11 08:45:00 AM","2019 Jul 11 08:55:00 AM","Thursday","Morning","SDOT",,,,"2","21","15","0","6","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2113","2019_Yesler_Crescent","PIO17","2019 Jul 11 08:43:00 AM","2019 Jul 11 08:53:00 AM","Thursday","Morning","SDOT",,,,"2","16","8","0","8","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2109","2019_Yesler_Crescent","PIO7","2019 Jul 11 08:38:00 AM","2019 Jul 11 08:48:00 AM","Thursday","Morning","SDOT",,,,"2","29","19","1","7","0","2","0","1",,,,,,,,,,,,,,,,,,,,,,,
"2099","2019_Yesler_Crescent","PIO14","2019 Jul 11 08:35:00 AM","2019 Jul 11 08:45:00 AM","Thursday","Morning","SDOT",,,,"3","16",,,,,,,,,,,,,,,,,,"0","0","0","9","7","0",,,,,,,
"2112","2019_Yesler_Crescent","PIO17","2019 Jul 11 08:33:00 AM","2019 Jul 11 08:43:00 AM","Thursday","Morning","SDOT",,,,"3","14",,,,,,,,,,,,,,,,,,"0","0","0","10","3","1",,,,,,,
"2124","2019_Yesler_Crescent","PIO10","2019 Jul 11 08:30:00 AM","2019 Jul 11 08:40:00 AM","Thursday","Morning","SDOT",,,,"2","95","56","0","39","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2108","2019_Yesler_Crescent","PIO7","2019 Jul 11 08:26:00 AM","2019 Jul 11 08:36:00 AM","Thursday","Morning","SDOT",,,,"3","21",,,,,,,,,,,,,,,,,,"0","0","0","13","8","0",,,,,,,
"2115","2019_Yesler_Crescent","PIO18","2019 Jul 11 08:23:00 AM","2019 Jul 11 08:33:00 AM","Thursday","Morning","SDOT",,,,"2","31","12","0","19","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,
"2103","2019_Yesler_Crescent","PIO12","2019 Jul 11 08:20:00 AM","2019 Jul 11 08:30:00 AM","Thursday","Morning","SDOT",,,,"2","43","23","2","17","0","1","0","2",,,,,,,,,,,,,,,,,,,,,,,
"2125","2019_Yesler_Crescent","PIO10","2019 Jul 11 08:14:00 AM","2019 Jul 11 08:24:00 AM","Thursday","Morning","SDOT",,,,"3","106",,,,,,,,,,,,,,,,,,"0","0","0","75","28","3",,,,,,,
"2114","2019_Yesler_Crescent","PIO18","2019 Jul 11 08:13:00 AM","2019 Jul 11 08:23:00 AM","Thursday","Morning","SDOT",,,,"3","31",,,,,,,,,,,,,,,,,,"0","0","0","25","5","1",,,,,,,
"2107","2019_Yesler_Crescent","PIO6","2019 Jul 11 08:12:00 AM","2019 Jul 11 08:22:00 AM","Thursday","Morning","SDOT",,,,"2","63","38","0","24","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2122","2019_Yesler_Crescent","PIO8","2019 Jul 11 08:08:00 AM","2019 Jul 11 08:18:00 AM","Thursday","Morning","SDOT",,,,"2","40","28","0","12","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2102","2019_Yesler_Crescent","PIO12","2019 Jul 11 08:05:00 AM","2019 Jul 11 08:15:00 AM","Thursday","Morning","SDOT",,,,"3","40",,,,,,,,,,,,,,,,,,"0","0","3","24","11","2",,,,,,,
"2116","2019_Yesler_Crescent","PIO17","2019 Jul 11 08:03:00 AM","2019 Jul 11 08:13:00 AM","Thursday","Morning","SDOT",,,,"2","15","11","0","4","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2123","2019_Yesler_Crescent","PIO8","2019 Jul 11 07:57:00 AM","2019 Jul 11 08:07:00 AM","Thursday","Morning","SDOT",,,,"3","43",,,,,,,,,,,,,,,,,,"0","3","0","27","9","4",,,,,,,
"2106","2019_Yesler_Crescent","PIO6","2019 Jul 11 07:55:00 AM","2019 Jul 11 08:05:00 AM","Thursday","Morning","SDOT",,,,"3","82",,,,,,,,,,,,,,,,,,"0","0","0","53","29","0",,,,,,,
"2117","2019_Yesler_Crescent","PIO17","2019 Jul 11 07:53:00 AM","2019 Jul 11 08:03:00 AM","Thursday","Morning","SDOT",,,,"3","25",,,,,,,,,,,,,,,,,,"0","0","0","21","3","1",,,,,,,
"2100","2019_Yesler_Crescent","PIO14","2019 Jul 11 07:52:00 AM","2019 Jul 11 08:02:00 AM","Thursday","Morning","SDOT",,,,"2","33","16","0","17","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2105","2019_Yesler_Crescent","PIO7","2019 Jul 11 07:45:00 AM","2019 Jul 11 07:55:00 AM","Thursday","Morning","SDOT",,,,"2","31","21","1","6","0","2","1","2",,,,,,,,,,,,,,,,,,,,,,,
"2120","2019_Yesler_Crescent","PIO10","2019 Jul 11 07:45:00 AM","2019 Jul 11 07:55:00 AM","Thursday","Morning","SDOT",,,,"2","103","66","0","37","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2119","2019_Yesler_Crescent","PIO18","2019 Jul 11 07:42:00 AM","2019 Jul 11 07:52:00 AM","Thursday","Morning","SDOT",,,,"2","23","16","0","7","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"2101","2019_Yesler_Crescent","PIO14","2019 Jul 11 07:42:00 AM","2019 Jul 11 07:52:00 AM","Thursday","Morning","SDOT",,,,"3","14",,,,,,,,,,,,,,,,,,"0","0","0","11","3","0",,,,,,,
"2121","2019_Yesler_Crescent","PIO10","2019 Jul 11 07:33:00 AM","2019 Jul 11 07:43:00 AM","Thursday","Morning","SDOT",,,,"3","78",,,,,,,,,,,,,,,,,,"0","1","0","47","25","5",,,,,,,
